ID,TEXT,PET_WORDFORM,PET,TRANSLATION,LABEL,CATEGORY,YEAR,NOTES,PUN,LABEL2,LABEL3,NOTES2,SOURCE,LEMMA_COUNT,EUPH_STATUS
93,"""...і що закликають руский мір в Україну <дискотеки> влаштовують?""",дискотеки,дискотека,disco,0,war,2024.0,,,,,,,376,sometimes_euph
94,"""...країна живе в бідності, депутати жирують, в містах <дискотеки>, а хлопці бідні гинуть.. """,дискотеки,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
95,"""...люди особливої партії отримували доступ до спеціальних магазинів, готелів, <дискотек>...""",дискотек,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
98,"""...ми створили унікальний для того часу формат <дискотеки>, яка називалася спочатку ‘Глобус’, а потім

 ‘Погляд’""",дискотеки,дискотека,disco,0,war,2025.0,,,,,,,376,sometimes_euph
100,"""...могла програвати музику зі великого динаміка оце легендарний телефон-<дискотека> був))""",дискотека,дискотека,disco,0,war,2025.0,,,,,,,376,sometimes_euph
101,"""...На <дискотеку> в 18 мама за ручку водить""",дискотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
102,"""...ні вечірок, які традиційно влаштовували випускники, ані звичайних <дискотек> — все через карантин.""",дискотек,дискотека,disco,0,war,2020.0,,,,,,,376,sometimes_euph
103,"""...ні вечірок, які традиційно влаштовували випускники, ані звичайних <дискотек>

— все через карантин.""",дискотек,дискотека,disco,0,war,2020.0,,,,,,,376,sometimes_euph
105,"""...перепади напруги , поруч будівництво, то вдома <дискотека>""",дискотека,дискотека,unstable voltage,0,war,2022.0,,euphemism 2,,1/0,power disruptions,,376,sometimes_euph
106,"""...повісток на <дискотеках> , не роздають, зате по вулицям хлопців виловлюють.""",дискотеках,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
107,"""...понад 5000 грн гостям обіцяють фуршет та <дискотеку> 1990-х між виступами Олега

Винника. """,дискотеку,дискотека,disco,0,war,2025.0,,,,,,,376,sometimes_euph
109,"""...пробудившись після сплячки, так шуміли, що, здавалося, у стіні хтось влаштував <дискотеку>.""",дискотека,дискотека,wasp buzz,0,war,2024.0,simile,?,,1/0,,,376,sometimes_euph
110,"""...прямо в серце, полюбила її саме за пісні українською. «одинока я» лунала на кожній <дискотеці>.""",дискотеці,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
111,"""...раніше (до війни) в мене вдома сусіди згори влаштовували <дискотеку>, а я спокійно спала""",дискотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
112,"""...Розстеляв мені ліжко, коли я йшла на <дискотеку> в 9 класі""",дискотеку,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
113,"""...саме такого мєдляка мені не вистачало на шкільних <дискотеках>""",дискотеках,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
114,"""...спіймали посіпаку Орлова – ка🐐ського ресторатора і ексхазяїна скандально відомої <дискотеки>.. """,дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
115,"""...сьогодні відзначили День міста Ввечері у парку Героїв Євромайдану влаштували <дискотеку>""",дискотеку,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
116,"""...так, як вони робили до цього -- з постійною <дискотекою> світла на кілька секунд.""",дискотекою,дискотека,power outage,0,war,2022.0,,euphemism 2,,1/0,power disruptions,,376,sometimes_euph
117,"""...там кнопками граються чи шо? Світло мигає як на <дискотеці>""",дискотеці,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
118,"""...типу просто покрутити <дискотеку> то музична освіта не потрібна. """,дискотеку,дискотека,disco,0,war,2021.0,,,,,,,376,sometimes_euph
119,"""...то одним війна і горе, а іншим розваги та <дискотеки>!""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
120,"""...туристичні поїздки і мандрівки, робота з аніматорами, <дискотеки>, перегляд цікавих фільмів... """,дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
121,"""...тут нещодавно дізналась, що русня в Німеччині робить свої <дискотеки>""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
122,"""...фура АТБ крутить <дискотеку> в центрі Херсону))""",дискотеку,дискотека,swirl,0,war,2022.0,metaphor,?,,1/0,,,376,sometimes_euph
123,"""...хіт гурту Metallica. Пам'ятаєте, як танцювали під нього на	<дискотеці>? 😉 """,дискотеці,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
124,"""...це в тренді - уся ця одежа, рейв-<дискотеки> і таке інше. Абсолютно дев’яності зараз на дворі,""",дискотеки,дискотека,disco,0,war,2024.0,,,,,,,376,sometimes_euph
126,"""...цьогоріч тут не чути гамору туристів, пляжних продавців та <дискотек>""",дискотек,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
127,"""...чому депутатські родичі по морях, <дискотеках>,та і твої теж??""",дискотеках,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
128,"""...чому не несуть повістки в ресторани, <дискотеки>,гірські курорти? """,дискотеки,дискотека,disco,0,war,2024.0,,,,,,,376,sometimes_euph
130,"""...щоб Всі були живі!!! Після Нашої ПЕРЕМОГИ на	<дискотеку> !!!❤❤❤!!!""",дискотеку,дискотека,disco,0,war,2025.0,,,,,,,376,sometimes_euph
131,"""...щось відбувається і нема ніякого контролю. Бійки, нічні <дискотеки> в воєнний стан...""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
133,"""..Гімну студентів «Гаудеамус», який підхопили студенти і інших країн, <дискотека>, конкурси, призи...""",дискотека,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
134,"""..гуглю кожного виконавця й <мінусую> в гугл музиці, якщо це (біло)русня.""",мінусую,мінусувати,to exclude,0,war,2022.0,,,,,,PAWUK 2022,59,sometimes_euph
135,"""..дати дозвіл на проведення літературних вечорів, міні <дискотек>..""",дискотек,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
136,"""..можна сміливо вирушати на роботу, <дискотеку> чи вечірню прогулянку.""",диккотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
138,"""..Сергій Кононенко, директор єдиної нічної <дискотеки> на свіжому повітрі в нашому місті..""",дискотеки,дискотека,disco,0,war,2020.0,,,,,,,376,sometimes_euph
139,"""..фотографії довоєнного періоду: сміх на пляжі, танці на	<дискотеці>. Подружжя сповнене енергії...""",дискотеці,дискотека,disco,0,war,2025.0,,,,,,,376,sometimes_euph
140,"""..який телепень наклав на відео музику, це що <дискотека> ???! Низький уклін воїнам ЗСУ і безмежна

подяка !!! .""",дискотека,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
141,"""@ASVCHY В 15 у таборі на  <дискотеці> під Scorpions✨ Грали в «Правда чи дія»""",дискотеці,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
144,"""@kosmi_4na А тепер на секундочку: я прочитала твій твіт про <дискотеку> під Сааде...""",дискотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
145,"""@OManoylova Його можна поставити в одному кольорі, але мені <дискотека> подобається""",дискотека,дискотека,color music,0,war,2023.0,,,,,,,376,sometimes_euph
151,"""<Бавовна> - це новий національний квіт Украіни. Слава и хвала з Уралу!""",бавовна,бавовна,,0,war,2023.0,символ,0.1,,,,,262,sometimes_euph
152,"""<Бавовна> – найкращий матеріал для плоских простирадл. Вона м'яка на дотик, міцна і добре зберігає тепло.""",бавовна,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
153,"""<Бавовна> – унікальне натуральне волокно, адже є екологічно чистою, розкладається швидше, ніж синтетичні аналоги, тому зменшує кількість пластику в водних шляхах.""",бавовна,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
155,"""<Бавовна> в твоїй голові . Вчи українські слова і їх значення""",бавовна,бавовна,,0,war,2023.0,вата,,,,,,262,sometimes_euph
157,"""<Бавовна> для пороху з Казахстану їде в росію. В 4 рази збільшили постачання.""",бавовна,бавовна,,0,war,2024.0,сировина,,,,,,262,sometimes_euph
163,"""<Бавовна> має стати символом України поруч з калиною😅""",бавовна,бавовна,,0,war,2023.0,символ,0.1,,,,,262,sometimes_euph
175,"""<Бавовни> у нас також не було – полотно робили з конопель. І жодних епідемій, як це було з опіумом або кокаїном, не виникало.""",бавовни,бавовна,,0,war,2024.0,сировина,,,,,,262,sometimes_euph
178,"""<Втомились> від війни"": люди повертаються до Києва.",втомились,втомитися,be tired,0,war,2022.0,,,,,,PAWUK 2022,87,sometimes_euph
180,"""<Дискотека> ліхтарів дорогою Львів-Брюховичі👉""",дискотека,дискотека,color music,0,war,2024.0,,,,,,,376,sometimes_euph
182,"""<Дискотека> у комендантську годину: поліцейські припинили роботу розважального

закладу... """,дискотека,дискотека,disco,0,war,2024.0,,,,,,,376,sometimes_euph
185,"""<Дискотеки> в Одесі позакривайте,позорище. Мами над гробами плачуть""",дискотеки,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
187,"""<Дискотеки> у кафе ""Хрещатик"" та як нас там радісно зустрічали.""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
189,"""<Мінусую>, за некоректний переклад!""",мінусую,мінусувати,to disapprove,0,war,2022.0,,,,,,PAWUK 2022,59,sometimes_euph
192,"""«Love is…» з аніматорами, іграми та	<дискотекою>; вікторина про «5 мов кохання»""",дискотекою,дискотека,disco,0,war,2025.0,,,,,,,376,sometimes_euph
200,"""«Попит на боєприпаси різко зріс, оскільки Україна споживає снаряди у великих кількостях у війні проти Росії. Але оборонні підрядники намагаються збільшити обсяги виробництва через обмеження в ланцюжку поставок різних ресурсів, зокрема нітроцелюлози, також відомої як «гарматна <бавовна>», – йдеться у статті.""",бавовни,бавовна,,0,war,2024.0,сировина,,,,,,262,sometimes_euph
203,"""❕❕Україна готується до вирощування <бавовни>, - член Комітету ВРУ з питань аграрної та земельної політики Дмитро Соломчук, фракція «Слуга Народу»

З сучасними змінами у кліматі, південь України стає сприятливим для вирощування бавовни, зокрема Одеська та Миколаївська області.""",бавовни,бавовна,,0,war,2024.0,рослина,,,,,,262,sometimes_euph
204,"""❗️Будемо мати власну <бавовну> - зможемо виробляти власний порох, - член Комітету ВРУ з питань аграрної та земельної політики Дмитро Соломчук, фракція «Слуга народу».""",бавовну,бавовна,,0,war,2024.0,сировина,,,,,,262,sometimes_euph
209,"""❗️Операція ""<Мінусуємо> ціни"" в AUCHAN⌛""",мінусуємо,мінусувати,to reduce,0,war,2022.0,,,,,,PAWUK 2022,59,sometimes_euph
212,"""❤Депутати ведуть себе не як депутати, а як на <дискотеці>""",дискотеці,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
216,"""099) 369-86-06 Музичний супровід —        <дискотека>. Можливість проведення банкетів. """,дискотека,дискотека,disco,0,war,2022.0,,,,,,PAWUK 2022,376,sometimes_euph
218,"""11 років,	<дискотека> в літньому таборі і мєдляк на який мене не запросив""",дискотека,дискотека,disco,0,war,2022.0,,,,,,PAWUK 2022,376,sometimes_euph
220,"""16, перед тобою ще ціле життя і така важлива        <дискотека> з «найкращими однокласницями». """,дискотека,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
221,"""17 листопада в місцевому клубі «Версаль» влаштували грандіозну <дискотеку>.. """,дискотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
222,"""18. Чехія. Гарня пісня для закінчення	<дискотеки>.""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,PAWUK 2022,376,sometimes_euph
223,"""1млн снарядів це десь 10000 тонн тринітротолуолу що дорівнює 300000 сульфатної, сірчаної, азотної кислот та толуолу (нафтопродукт) лише для начинки снарядів. Ще потрібно 10000 тонн метального пороху. Аналогічно 30000 тонн <бавовни>, азотної і сірчаної кислот та ще багатьох цікавих хімічних речовин.""",бавовни,бавовна,,0,war,2024.0,сировина,,,,,,262,sometimes_euph
226,"""2000. Мені 13 і я відпросилась з подружками на <дискотеку>. Ми вийшли заздалегідь - ледь вечоріло, але сонце""",дискотеку,дискотека,disco,0,war,2022.0,,,,,,PAWUK 2022,376,sometimes_euph
227,"""25 мільйонів тонн <бавовни> збирають щороку у 80 країнах світу. Вона становить 40% усіх текстильних волокон, що їх використовують у легкій промисловості.""",бавовни,бавовна,,0,war,2022.0,,,,,,,262,sometimes_euph
228,"""300-річна мумія русалки із японського храму в Окаямі виявилася навіть не справжньою мумією, як інші подібні їй, зроблені з тіл мавпи та риби. Насправді це більшою мірою витвір ручної роботи з паперу та <бавовни>, доповнений фрагментами тіла риб""",бавовни,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
232,"""7 листопада, а в п'ятницю буде офіційне відкриття з <дискотекою>""",дискотекою,дискотека,disco,0,war,2024.0,,,,,,,376,sometimes_euph
236,"""Le.fabre виготовляє трикотаж. Весною свої кежуальні образи ми доповнюватимемо невагомим плетеним джемпером із суміші <бавовни> та акрилу.""",бавовни,бавовна,,0,war,2024.0,,,,,,,262,sometimes_euph
238,"""Zumba® Fitness ─ це не <дискотека>, а ліцензійна фітнес програма...""",дискотека,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
239,"""А <дискотеки> і музло голосне вночі в Хмельницькому від переселенців - то ніц страшного, ... """,дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
240,"""А <дискотеки>, шашлики, смартфони, медведчук і тому подібне...""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
242,"""А в державі суцільна <дискотека>, замість молитви за загиблими, за тими, хто віддає своє життя... """,дискотека,дискотека,disco,0,war,2023.0,,,,,entertainment,,376,sometimes_euph
243,"""а в нас в державі війни нема ,що вони <дискотеки> влаштовують? У нас люди не гинуть?""",дискотеки,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
245,"""А ви знаєте, що під час війни в США Північ міняла <бавовну> Півдня на зброю, яку Південь застосовував проти Півночі? """,бавовну,бавовна,,0,war,2022.0,,,,,,,262,sometimes_euph
247,"""А діяльність та сама : кіно , ранки дітвори, <дискотеки>….""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
251,"""А коли ви ловите по спортзалах і <дискотеках>, ви знову ловите не політиків, а простих людей""",дискотеках,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
252,"""А на Озерній <дискотека> 😎 Світло мигає більше 6 раз вже.""",дискотека,дискотека,unstable voltage,0,war,2022.0,,euphemism 2,,1/0,power disruptions,,376,sometimes_euph
255,"""А навколо стрілянина не припиняється ні на мить. Це як <зоряні війни>: бомби такі летіли, що земля здригалася, лікарня тремтіла і навіть підвал, що був розташований десь 3–4 метри під землею, здригався», – пригадує Олена. «Ми виходили з Маріуполя і молилися"".

.",зоряні війни,зоряні війни,star wars,0,war,,,,,,,PAWUK 2022,25,sometimes_euph
256,"""А навколо стрілянина не припиняється ні на мить. Це як <зоряні війни>: бомби такі летіли, що земля здригалася, лікарня тремтіла і навіть підвал, що був розташований десь 3–4 метри під землею, здригався», – пригадує Олена. «Ми виходили з Маріуполя і молилися"".

.",зоряні війни,зоряні війни,,0,war,2022.0,,,,,,,25,sometimes_euph
257,"""А населення розважається на <дискотеках>, в барах, в ресторанах.""",дискотеках,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
258,"""а недолугі танцюють у барах, кафе, та на        <дискотеках>. Може, ті кому весело підуть...""",дискотеках,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
260,"""а от у вихідні на поля виходять усі «бюджетники»… Керівники державних установ Туркменистану зазвичай не дозволяють співробітникам брати відпустки під час сезону збирання врожаю <бавовни>, що триває від середини серпня до початку грудня.",бавовни,бавовна,,0,war,2023.0,рослина/квітка,,,,,,262,sometimes_euph
262,"""А починав свій трудовий шлях самопроголошений ректор техніком на <дискотеці>в ДК Моряків. """,дискотеці,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
263,"""А такі тканини, як <бавовна> та шерсть, необхідно прати при нижчих температурах, щоб зберегти їхню початкову форму, а також уберегти від усадки та вицвітання.""",бавовна,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
264,"""А там де всі заклади, люди там відпочивають.   <Дискотек> там ніхто не влаштовує.""",дискотек,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
265,"""а ті хлопці, що поруч з моїм братом…усі голі-босі…а в Київі <дискотеки> працюють…стидно…""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
266,"""А у нас <дискотека> 90- х на районі голосійка рулить""",дискотека,дискотека,disco,0,war,2022.0,,,,,,PAWUK 2022,376,sometimes_euph
268,"""А ходили ми всі на <дискотеку> в калошах бо не було доріг """,дискотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
270,"""А чому Лола пішла на <дискотеку>, якщо вона повинна сидіти з дітьми?""",дискотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
272,"""А що за	<дискотека> зі світлом? Увімкнули — вимкнули. Годину є годину""",дискотека,дискотека,power outage,0,war,2022.0,,euphemism 2,?,1/0,power disruptions,,376,sometimes_euph
279,"""Або навіть ця коттон-джинні, бавовняна машина, що з'явилася 200 років тому: люди були задоволені тим, що заробляли гроші на очищенні <бавовни> – і раптово це зникло, бо роботу почали виконувати машини.""",бавовни,бавовна,,0,war,2024.0,сировина,,,,,,262,sometimes_euph
282,"""Ага, тільки на науковій    <дискотека>, а не енергопостачання""",дискотека,дискотека,power supply,0,war,2022.0,,euphemism 2,,1/0,power disruptions,,376,sometimes_euph
283,"""Адміни не друкуйте <бавовни>. Тут підлога країни висловилась про пекельні борошна.""",бавовни,бавовна,,0,war,2024.0,дурниця,,,,,,262,sometimes_euph
285,"""Актуальні сукні із тонкого деніму. Також залишаються затребуваними шифон, <бавовна> та льон. У тренді однотонні забарвлення, а також квітковий та анімалістичний принт.""",бавовна,бавовна,,0,war,2024.0,,,,,,,262,sometimes_euph
286,"""Але ж ми з вами бачимо якість мобілізованих. Вона не просто нижче середнього, вона – <на нулі>.",,нуль,very low,0,war,2022.0,,,,,,,34,sometimes_euph
290,"""Альянс проти імперії як у фільмі <зоряні війни>,де імперія впаде ,добро завжди переможе!!!""",зоряні війни,зоряні війни,star wars,0,war,,,,,,,PAWUK 2022,25,sometimes_euph
291,"""Альянс проти імперії як у фільмі <зоряні війни>,де імперія впаде ,добро завжди переможе!!!""",зоряні війни,зоряні війни,,0,war,2022.0,,,,,,,25,sometimes_euph
294,"""Арахамія хай іде <дискотеки> крутити, а не вирішувати коли і як вести переговори.""",дискотеки,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
299,"""Бавовна непогано лікує від <бавовни> в голові)""",бавовни,бавовна,,0,war,2023.0,вата,,,,,,262,sometimes_euph
302,"""Багато людей думають, що найкращий варіант – це саме <бавовна>, адже вона чудово поглинає вологу та дозволяє тілу дихати.""",бавовна,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
306,"""Банні рушники зазвичай мають стандартний розмір і виготовляються з високоякісної <бавовни> або інших м'яких матеріалів.""",бавовни,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
307,"""Баранець, це міфічна рослина. Схожа на <бавовну>, але це вовна. Там на на кінці рослини барани квітнуть.""",бавовну,бавовна,,0,war,2023.0,рослина,,,,,,262,sometimes_euph
309,"""Батькам Леране довелося з юних років разом уже працювати на полях та збирати <бавовну>, а це важка праця, а надто коли вона в голоді та холоді.""",бавовну,бавовна,,0,war,2024.0,сировина,,,,,,262,sometimes_euph
312,"""Без масових гулянь, <дискотек> та флешмобів. Але з посмішками та креативом.""",дискотек,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
313,"""Без пляжу, <дискотек> і вечірнього алкоголю: як можуть працювати заклади на Одещині""",дискотек,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
314,"""Безумовно, це об'єкт, який <прилетів> із космосу"", - сказав завідувач лабораторії в Головній астрономічній обсерваторії НАН України Іван Крячко.",прилетів,прилетіти,came down from,0,war,2024.0,,,,,,,65,sometimes_euph
317,"""Біднота мерзне в окопах,а мажори блатують. <Дискотеки>  і бари працюють.""",дискотеки,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
324,"""Більшість клубів завершили роботу до 22 години вечора без будь-яких <дискотек>, святкових заходів... """,дискотек,дискотека,disco,0,war,2022.0,,,,,,PAWUK 2022,376,sometimes_euph
325,"""Більшість сучасних тейпів виготовляють із <бавовни> або синтетичних волокон із додаванням акрилового клею. Він мінімізує ризик подразнення шкіри та прилипає на кілька днів.""",бавовни,бавовна,,0,war,2024.0,,,,,,,262,sometimes_euph
328,"""Бо громадянину північної Кореї не треба пояснювати навіщо жертвувати комфортом і грошима заради іншої країни. Скажуть усім - будете носити одяг з паперу, бо бавовна потрібна для виробництва снарядів - будуть носити одяг з паперу.""",бавовна,бавовна,,0,war,2024.0,сировина,,,,,,262,sometimes_euph
334,"""Болі в спині можуть викликати захворювання, що не стосуються до хребта, такі як жовчна коліка, пневмонія, захворювання нирок. Тому, якщо у вас болить спина, самолікування не рекомендується – зверніться до лікаря для точного діагнозу. Гнучкі, виготовлені з м'яких матеріалів, таких як суміш <бавовни> та неопрену (вид синтетичної гнучкої гуми). Вони підтримують хребет та помірно обмежують рухливість. Жорсткі, зроблені з поліетилену, включають жорсткі панелі, які закривають передні, задні та іноді бічні частини корсета.""",бавовни,бавовна,,0,war,2024.0,,,,,,,262,sometimes_euph
335,"""Борщовий набір"" включає <м'ясо>, картоплю, капусту, цибулю, моркву, томатну пасту та соняшникову олію.",м'ясо,м'ясо,meat,0,war,2024.0,,,,,,,108,sometimes_euph
340,"""Буде феєрверк, або коли всі почнуть світитись буде <дискотека> з світловим шоу)""",дискотека,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
343,"""Будучи ментом на <дискотеці> вбив 19-річного курсанта. Подробиць не знаю.""",дискотеці,дискотека,disco,0,war,2025.0,,,,,,,376,sometimes_euph
344,"""Будь ласка демонтуйте серп і молот <на щиті> в батьківщина мати !!""",на щиті,на щиті,on the shield,0,war,,,,,,,PAWUK 2022,10,sometimes_euph
345,"""Будь ласка демонтуйте серп і молот <на щиті> в батьківщина мати !!""",на щиті,щит,on the shield (of the Motherland Monument),0,war,2022.0,,,,,,,11,sometimes_euph
346,"""Була звісно й сніжна <дискотека>, а наприкінці кожна дитина отримала подарунки. """,дискотека,дискотека,disco,0,war,2024.0,,,,,,,376,sometimes_euph
348,"""В Бєлгороді слово вибух заборонено Interpretation: тому вони кажуть хлопок. Що в перекладі на українську значить <бавовна>""",бавовна,бавовна,cotton,0,war,,,,,,,PAWUK 2022,262,sometimes_euph
349,"""В Бєлгороді слово вибух заборонено Interpretation: тому вони кажуть хлопок. Що в перекладі на українську значить <бавовна>""",бавовна,бавовна,,0,war,2022.0,,,,,,,262,sometimes_euph
351,"""В голові в тебе <бавовна>,це точно!""",бавовна,бавовна,,0,war,2023.0,вата,,,,,,262,sometimes_euph
356,"""В Києві в ресторанах,	<дискотеках>, торговельних центрах повно людей..... """,дискотеках,дискотека,disco,0,war,2025.0,,,,,,,376,sometimes_euph
362,"""В Одеській області заборонено проведення <дискотек>, святкових заходів, концертів та гучних масових ...""",дискотек,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
363,"""В Одеській області планують вирощувати <бавовну>. Ідеальні природно-кліматичні умови для цієї сільськогосподарської культури склалися в Бессарабії.""",бавовну,бавовна,,0,war,2024.0,рослина,,,,,,262,sometimes_euph
365,"""в одній кімнаті є в іншій нема а в третій <дискотека> якась""",дискотека,дискотека,unstable voltage,0,war,2022.0,,euphemism 2,,1/0,power disruptions,,376,sometimes_euph
368,"""В окупованому Криму жінка вибачалася на камеру за пісню Вєрки Сердючки на <дискотеці>...""",дискотеці,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
370,"""В Полтаві траур, загинули мирні жителі, а в Одесі <дискотеки> з музикою та гуляння

до ранку,як таке може бути? """,дискотеки,дискотека,disco,0,war,2024.0,,,,,,,376,sometimes_euph
371,"""В радянські часи говорили, що порох потребує високоякісної <бавовни>. Але нині хімія пішла далеко вперед, - акцентує Петро П’ятаков. - Полімери, тобто чиста хімія... Вугілля, нафта — все це менш затратно. І простіше, ніж виростити бавовну”.""",бавовни,бавовна,,0,war,2022.0,,,,,,,262,sometimes_euph
372,"""В радянські часи говорили, що порох потребує високоякісної бавовни. Але нині хімія пішла далеко вперед, - акцентує Петро П’ятаков. - Полімери, тобто чиста хімія... Вугілля, нафта — все це менш затратно. І простіше, ніж виростити <бавовну>”.""",бавовну,бавовна,,0,war,2022.0,,,,,,,262,sometimes_euph
376,"""В секонді можна купити речі з якісної тканини - <бавовна>, віскоза і т.п. А в більшості магазинів одягу - суцільний поліестр""",бавовна,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
377,"""В Тернополі попи ""двіжували"" під час посту, відривалися на <дискотеці>. """,дискотеці,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
379,"""В Узбекистані чоловік облаштовував канали для підведення прісної води до полів <бавовни>, що саме активно закладалися на штучно знесолених ділянках, системи дренажу.""",бавовни,бавовна,,0,war,2022.0,,,,,,,262,sometimes_euph
380,"""В Україні ніби не вирощують <бавовну>. Але мабуть треба починати""",бавовну,бавовна,,0,war,2022.0,,,,,,,262,sometimes_euph
382,"""В центрі влаштували <дискотеку>, яка техніка таке може витримати??""",дискотеку,дискотека,power outage,0,war,2023.0,,euphemism 2,,1/0,power disruptions?,,376,sometimes_euph
383,"""в центрі Київа 🧐 колобаранти влаштували <дискотеку> в підтримку ворога 🧐 в історичній святині ....☝️🤔""",дискотеку,дискотека,rally,0,war,2022.0,metaphor,,,,,,376,sometimes_euph
384,"""В цих дитсадочках є сучасні та повноцінні бомбосховища. Ще до 24 лютого ми проводили в них навчання, як оперативно одягатися і йти у бомбосховище. Тому що це безпека. Тут алгоритм дій <відпрацьовано>, не повинно бути жодних проблем"", — сказав Олександр Симчишин.",Відпрацьовано,відпрацювати,Refine,0,war,,,,,,,PAWUK 2022,20,sometimes_euph
385,"""В цих дитсадочках є сучасні та повноцінні бомбосховища. Ще до 24 лютого ми проводили в них навчання, як оперативно одягатися і йти у бомбосховище. Тому що це безпека. Тут алгоритм дій <відпрацьовано>, не повинно бути жодних проблем"", — сказав Олександр Симчишин.",Відпрацьовано,Відпрацювати,Refine,0,war,2022.0,,,,,,,152,sometimes_euph
387,"""Важливо також враховувати матеріал: ковдри з таких тканин, як <бавовна>, можна прати у звичайному циклі прання, тоді як флісові та вовняні вимагають делікатного прання.""",бавовна,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
390,"""Варто брати такий розмір, щоб у випадку сильних морозів можна було надягнути теплу вовняну шкарпетку і нозі не було тісно. Холод менше проникає до шкіри через прошарок <бавовни> та повітря.""",бавовни,бавовна,,0,war,2022.0,,,,,,,262,sometimes_euph
391,"""Варто звернути увагу на те, з якого матеріалу виготовлений виріб. На натуральному виробі повинно бути зазначено в етикетці ""100 <бавовна>"" (100% cotton). Чим щільніший рушник, тим він кращий і довше прослужить.""",бавовна,бавовна,,0,war,2024.0,,,,,,,262,sometimes_euph
392,"""Варто обирати одяг з <бавовни>, льону і шовку.""",бавовни,бавовна,,0,war,2023.0,,,,,,,262,sometimes_euph
393,"""Варто створити своє, оригінальне: <дискотеку>-комедію.""",дискотеку,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
